"pokemon_species_id","identifier","ja_hrkt","ja_roma","ko","zh_hant","fr","de","es","it","en","ja","zh_hans"
"247","pupitar","だんがんポケモン",,"탄환포켓몬","子彈寶可夢","Pokémon Carapadure","Hartschalen-Pokémon","Pokémon Caparazón","Pokémon Guscioduro","Hard Shell Pokémon","だんがんポケモン","子弹宝可梦"
"248","tyranitar","よろいポケモン",,"갑옷포켓몬","鎧甲寶可夢","Pokémon Armure","Panzer-Pokémon","Pokémon Coraza","Pokémon Armatura","Armor Pokémon","よろいポケモン","铠甲宝可梦"
"249","lugia","せんすいポケモン",,"잠수포켓몬","潛水寶可夢","Pokémon Plongeon","Taucher-Pokémon","Pokémon Buceo","Pokémon Immersione","Diving Pokémon","せんすいポケモン","潜水宝可梦"
"250","ho-oh","にじいろポケモン",,"무지개색포켓몬","虹色寶可夢","Pokémon Arcenciel","Regenbogen-Pokémon","Pokémon Arcoíris","Pokémon Arcobaleno","Rainbow Pokémon","にじいろポケモン","虹色宝可梦"
"251","celebi","ときわたりポケモン",,"시간이동포켓몬","時空穿越寶可夢","Pokémon Temporel","Zeitreise-Pokémon","Pokémon Viajetiempo","Pokémon Tempovia","Time Travel Pokémon","ときわたりポケモン","时空穿越宝可梦"
"252","treecko","もりトカゲポケモン",,"숲도마뱀포켓몬","林蜥寶可夢","Pokémon Bois Gecko","Waldgecko-Pokémon","Pokémon Geco Bosque","Pokémon Legnogeco","Wood Gecko Pokémon","もりトカゲポケモン","林蜥宝可梦"
"253","grovyle","もりトカゲポケモン",,"숲도마뱀포켓몬","林蜥寶可夢","Pokémon Bois Gecko","Waldgecko-Pokémon","Pokémon Geco Bosque","Pokémon Legnogeco","Wood Gecko Pokémon","もりトカゲポケモン","林蜥宝可梦"
"254","sceptile","みつりんポケモン",,"밀림포켓몬","密林寶可夢","Pokémon Forêt","Dschungel-Pokémon","Pokémon Monte","Pokémon Foresta","Forest Pokémon","みつりんポケモン","密林宝可梦"
"255","torchic","ひよこポケモン",,"풋내기포켓몬","雛雞寶可夢","Pokémon Poussin","Küken-Pokémon","Pokémon Polluelo","Pokémon Pulcino","Chick Pokémon","ひよこポケモン","雏鸡宝可梦"
"256","combusken","わかどりポケモン",,"꼬마닭포켓몬","幼雞寶可夢","Pokémon Poulet","Kleinhahn-Pokémon","Pokémon Ave Corral","Pokémon Rampollo","Young Fowl Pokémon","わかどりポケモン","幼鸡宝可梦"
"257","blaziken","もうかポケモン",,"맹화포켓몬","猛火寶可夢","Pokémon Ardent","Großbrand-Pokémon","Pokémon Llameante","Pokémon Vampe","Blaze Pokémon","もうかポケモン","猛火宝可梦"
"258","mudkip","ぬまうおポケモン",,"늪물고기포켓몬","沼魚寶可夢","Pokémon Poissonboue","Lehmhüpfer-Pokémon","Pokémon Pez Lodo","Pokémon Fango Pesce","Mud Fish Pokémon","ぬまうおポケモン","沼鱼宝可梦"
"259","marshtomp","ぬまうおポケモン",,"늪물고기포켓몬","沼魚寶可夢","Pokémon Poissonboue","Lehmhüpfer-Pokémon","Pokémon Pez Lodo","Pokémon Fango Pesce","Mud Fish Pokémon","ぬまうおポケモン","沼鱼宝可梦"
"260","swampert","ぬまうおポケモン",,"늪물고기포켓몬","沼魚寶可夢","Pokémon Poissonboue","Lehmhüpfer-Pokémon","Pokémon Pez Lodo","Pokémon Fango Pesce","Mud Fish Pokémon","ぬまうおポケモン","沼鱼宝可梦"
"261","poochyena","かみつきポケモン",,"물어뜯기포켓몬","緊咬寶可夢","Pokémon Morsure","Biss","Pokémon Mordisco","Pokémon Morso","Bite Pokémon","かみつきポケモン","紧咬宝可梦"
"262","mightyena","かみつきポケモン",,"물어뜯기포켓몬","緊咬寶可夢","Pokémon Morsure","Biss","Pokémon Mordisco","Pokémon Morso","Bite Pokémon","かみつきポケモン","紧咬宝可梦"
"263","zigzagoon","まめだぬきポケモン",,"앙증너구리포켓몬","豆貍寶可夢","Pokémon Petit Raton","Kleindachs-Pokémon","Pokémon Mapachito","Pokémon Procione","Tiny Raccoon Pokémon","まめだぬきポケモン","豆狸宝可梦"
"264","linoone","とっしんポケモン",,"돌진포켓몬","猛衝寶可夢","Pokémon Fonceur","Sprinter-Pokémon","Pokémon Lanzado","Pokémon Sfrecciante","Rushing Pokémon","とっしんポケモン","猛冲宝可梦"
"265","wurmple","いもむしポケモン",,"애벌레포켓몬","蟲寶寶寶可夢","Pokémon Ver","Wurm","Pokémon Gusano","Pokémon Baco","Worm Pokémon","いもむしポケモン","虫宝宝宝可梦"
"266","silcoon","さなぎポケモン",,"번데기포켓몬","蛹寶可夢","Pokémon Cocon","Kokon","Pokémon Capullo","Pokémon Bozzolo","Cocoon Pokémon","さなぎポケモン","蛹宝可梦"
"267","beautifly","ちょうちょポケモン",,"나비포켓몬","蝴蝶寶可夢","Pokémon Papillon","Falter","Pokémon Mariposa","Pokémon Farfalla","Butterfly Pokémon","ちょうちょポケモン","蝴蝶宝可梦"
"268","cascoon","さなぎポケモン",,"번데기포켓몬","蛹寶可夢","Pokémon Cocon","Kokon","Pokémon Capullo","Pokémon Bozzolo","Cocoon Pokémon","さなぎポケモン","蛹宝可梦"
"269","dustox","どくがポケモン",,"독나방포켓몬","毒蛾寶可夢","Pokémon Papipoison","Giftmotte","Pokémon Polilla Ven.","Pokémon Velentarma","Poison Moth Pokémon","どくがポケモン","毒蛾宝可梦"
"270","lotad","うきくさポケモン",,"개구리밥포켓몬","浮萍寶可夢","Pokémon Aquaplante","Wasserlinsen-Pokémon","Pokémon Lenteja Agua","Pokémon Alga","Water Weed Pokémon","うきくさポケモン","浮萍宝可梦"
"271","lombre","ようきポケモン",,"명랑함포켓몬","爽朗寶可夢","Pokémon Jovial","Frohmut-Pokémon","Pokémon Alegre","Pokémon Giocoso","Jolly Pokémon","ようきポケモン","爽朗宝可梦"
"272","ludicolo","のうてんきポケモン",,"행복하기포켓몬","樂天寶可夢","Pokémon Insouciant","Sorglos-Pokémon","Pokémon Optimista","Pokémon Spensierato","Carefree Pokémon","のうてんきポケモン","乐天宝可梦"
"273","seedot","どんぐりポケモン",,"도토리포켓몬","橡實寶可夢","Pokémon Gland","Eichelnuss-Pokémon","Pokémon Bellota","Pokémon Ghianda","Acorn Pokémon","どんぐりポケモン","橡实宝可梦"
"274","nuzleaf","いじわるポケモン",,"꾀부리기포켓몬","捉弄寶可夢","Pokémon Malin","Hinterlist-Pokémon","Pokémon Astuto","Pokémon Scaltro","Wily Pokémon","いじわるポケモン","捉弄宝可梦"
"275","shiftry","よこしまポケモン",,"부정하기포켓몬","邪惡寶可夢","Pokémon Malveillant","Verschlagen-Pokémon","Pokémon Malvado","Pokémon Burbero","Wicked Pokémon","よこしまポケモン","邪恶宝可梦"
"276","taillow","こツバメポケモン",,"아기제비포켓몬","幼燕寶可夢","Pokémon Minirondel","Schwälblein","Pokémon Pequebuche","Pokémon Rondinella","Tiny Swallow Pokémon","こツバメポケモン","幼燕宝可梦"
"277","swellow","ツバメポケモン",,"제비포켓몬","燕子寶可夢","Pokémon Hirondelle","Schwalbe","Pokémon Buche","Pokémon Rondine","Swallow Pokémon","ツバメポケモン","燕子宝可梦"
"278","wingull","うみねこポケモン",,"괭이갈매기포켓몬","海鷗寶可夢","Pokémon Mouette","Seemöwen-Pokémon","Pokémon Gaviota","Pokémon Gabbiano","Seagull Pokémon","うみねこポケモン","海鸥宝可梦"
"279","pelipper","みずどりポケモン",,"물새포켓몬","水鳥寶可夢","Pokémon Oiseaudo","Wasservogel-Pokémon","Pokémon Ave Agua","Pokémon Alacquatico","Water Bird Pokémon","みずどりポケモン","水鸟宝可梦"
"280","ralts","きもちポケモン",,"느낌포켓몬","心情寶可夢","Pokémon Sentiment","Gefühls-Pokémon","Pokémon Sensible","Pokémon Sensazione","Feeling Pokémon","きもちポケモン","心情宝可梦"
"281","kirlia","かんじょうポケモン",,"감정포켓몬","感情寶可夢","Pokémon Émotion","Emotions-Pokémon","Pokémon Sensorio","Pokémon Emozione","Emotion Pokémon","かんじょうポケモン","感情宝可梦"
"282","gardevoir","ほうようポケモン",,"포용포켓몬","包容寶可夢","Pokémon Étreinte","Umarmungs-Pokémon","Pokémon Envolvente","Pokémon Abbraccio","Embrace Pokémon","ほうようポケモン","包容宝可梦"
"283","surskit","あめんぼポケモン",,"소금쟁이포켓몬","水黽寶可夢","Pokémon Maresurfeur","Wassergeher","Pokémon Zapatero","Pokémon Sfiorapozze","Pond Skater Pokémon","あめんぼポケモン","水黾宝可梦"
"284","masquerain","めだまポケモン",,"안구포켓몬","眼珠寶可夢","Pokémon Boule Œil","Auge","Pokémon Globocular","Pokémon Occhi","Eyeball Pokémon","めだまポケモン","眼珠宝可梦"
"285","shroomish","きのこポケモン",,"버섯포켓몬","蘑菇寶可夢","Pokémon Champignon","Pilz","Pokémon Hongo","Pokémon Fungo","Mushroom Pokémon","きのこポケモン","蘑菇宝可梦"
"286","breloom","きのこポケモン",,"버섯포켓몬","蘑菇寶可夢","Pokémon Champignon","Pilz","Pokémon Hongo","Pokémon Fungo","Mushroom Pokémon","きのこポケモン","蘑菇宝可梦"
"287","slakoth","なまけものポケモン",,"게으름뱅이포켓몬","懶人寶可夢","Pokémon Flâneur","Faulpelz","Pokémon Gandul","Pokémon Ozioso","Slacker Pokémon","なまけものポケモン","懒人宝可梦"
"288","vigoroth","あばれザルポケモン",,"성난원숭이포켓몬","暴猿寶可夢","Pokémon Turbusinge","Wildaffe","Pokémon Mono Feroz","Pokémon Indocile","Wild Monkey Pokémon","あばれザルポケモン","暴猿宝可梦"
"289","slaking","ものぐさポケモン",,"나태함포켓몬","怕麻煩寶可夢","Pokémon Fainéant","Müßig","Pokémon Holgazán","Pokémon Pigrizia","Lazy Pokémon","ものぐさポケモン","怕麻烦宝可梦"
"290","nincada","したづみポケモン",,"신참포켓몬","入門寶可夢","Pokémon Apprenti","Vorbereiter-Pokémon","Pokémon Aprendiz","Pokémon Novizio","Trainee Pokémon","したづみポケモン","入门宝可梦"
"291","ninjask","しのびポケモン",,"시노비포켓몬","忍者寶可夢","Pokémon Ninja","Ninja-Pokémon","Pokémon Ninja","Pokémon Ninja","Ninja Pokémon","しのびポケモン","忍者宝可梦"
"292","shedinja","ぬけがらポケモン",,"허물포켓몬","空殼寶可夢","Pokémon Exuvie","Häutungs-Pokémon","Pokémon Muda","Pokémon Cambiapelle","Shed Pokémon","ぬけがらポケモン","空壳宝可梦"
"293","whismur","ささやきポケモン",,"속삭임포켓몬","細語寶可夢","Pokémon Chuchoteur","Flüster-Pokémon","Pokémon Susurro","Pokémon Sussurro","Whisper Pokémon","ささやきポケモン","细语宝可梦"
"294","loudred","おおごえポケモン",,"큰목소리포켓몬","大聲寶可夢","Pokémon Grosse Voix","Lauthals-Pokémon","Pokémon Chillón","Pokémon Vocione","Big Voice Pokémon","おおごえポケモン","大声宝可梦"
"295","exploud","そうおんポケモン",,"소음포켓몬","噪音寶可夢","Pokémon Bruit Sourd","Krach-Pokémon","Pokémon Escandaloso","Pokémon Fragore","Loud Noise Pokémon","そうおんポケモン","噪音宝可梦"
"296","makuhita","こんじょうポケモン",,"근성포켓몬","毅力寶可夢","Pokémon Tenace","Courage","Pokémon Valiente","Pokémon Coraggio","Guts Pokémon","こんじょうポケモン","毅力宝可梦"
"297","hariyama","つっぱりポケモン",,"손바닥치기포켓몬","猛推寶可夢","Pokémon Cogneur","Armwurf","Pokémon Empuje","Pokémon Sberletese","Arm Thrust Pokémon","つっぱりポケモン","猛推宝可梦"
"298","azurill","みずたまポケモン",,"물방울포켓몬","水珠寶可夢","Pokémon Point Polka","Gepunktet-Pokémon","Pokémon A Topos","Pokémon Pois","Polka Dot Pokémon","みずたまポケモン","水珠宝可梦"
"299","nosepass","コンパスポケモン",,"콤파스포켓몬","羅盤寶可夢","Pokémon Boussole","Kompass","Pokémon Brújula","Pokémon Bussola","Compass Pokémon","コンパスポケモン","罗盘宝可梦"
"300","skitty","こねこポケモン",,"작은고양이포켓몬","小貓寶可夢","Pokémon Chaton","Kätzchen","Pokémon Gatito","Pokémon Micio","Kitten Pokémon","こねこポケモン","小猫宝可梦"
"301","delcatty","おすましポケモン",,"새침떼기포켓몬","清高寶可夢","Pokémon Guindé","Eingebildet","Pokémon Cursi","Pokémon Finezza","Prim Pokémon","おすましポケモン","清高宝可梦"
"302","sableye","くらやみポケモン",,"어둠포켓몬","黑暗寶可夢","Pokémon Obscurité","Finsternis-Pokémon","Pokémon Oscuridad","Pokémon Oscurità","Darkness Pokémon","くらやみポケモン","黑暗宝可梦"
"303","mawile","あざむきポケモン",,"배반포켓몬","欺騙寶可夢","Pokémon Trompeur","Schwindler-Pokémon","Pokémon Tramposo","Pokémon Inganno","Deceiver Pokémon","あざむきポケモン","欺骗宝可梦"
"304","aron","てつヨロイポケモン",,"철갑옷포켓몬","鐵鎧寶可夢","Pokémon Armurfer","Eisenpanzer-Pokémon","Pokémon Coraza Férrea","Pokémon Corazza","Iron Armor Pokémon","てつヨロイポケモン","铁铠宝可梦"
"305","lairon","てつヨロイポケモン",,"철갑옷포켓몬","鐵鎧寶可夢","Pokémon Armurfer","Eisenpanzer-Pokémon","Pokémon Coraza Férrea","Pokémon Corazza","Iron Armor Pokémon","てつヨロイポケモン","铁铠宝可梦"
"306","aggron","てつヨロイポケモン",,"철갑옷포켓몬","鐵鎧寶可夢","Pokémon Armurfer","Eisenpanzer-Pokémon","Pokémon Coraza Férrea","Pokémon Corazza","Iron Armor Pokémon","てつヨロイポケモン","铁铠宝可梦"
"307","meditite","めいそうポケモン",,"명상포켓몬","冥想寶可夢","Pokémon Méditation","Meditation","Pokémon Meditador","Pokémon Meditazione","Meditate Pokémon","めいそうポケモン","冥想宝可梦"
"308","medicham","めいそうポケモン",,"명상포켓몬","冥想寶可夢","Pokémon Méditation","Meditation","Pokémon Meditador","Pokémon Meditazione","Meditate Pokémon","めいそうポケモン","冥想宝可梦"
"309","electrike","いなずまポケモン",,"천둥번개포켓몬","閃電寶可夢","Pokémon Orage","Gewitter-Pokémon","Pokémon Calambre","Pokémon Lampo","Lightning Pokémon","いなずまポケモン","闪电宝可梦"
"310","manectric","ほうでんポケモン",,"방전포켓몬","放電寶可夢","Pokémon Décharge","Entladungs-Pokémon","Pokémon Descarga","Pokémon Scossa","Discharge Pokémon","ほうでんポケモン","放电宝可梦"
"311","plusle","おうえんポケモン",,"응원포켓몬","加油寶可夢","Pokémon Acclameur","Jubel","Pokémon Ánimo","Pokémon Incitamento","Cheering Pokémon","おうえんポケモン","加油宝可梦"
"312","minun","おうえんポケモン",,"응원포켓몬","加油寶可夢","Pokémon Acclameur","Jubel","Pokémon Ánimo","Pokémon Incitamento","Cheering Pokémon","おうえんポケモン","加油宝可梦"
"313","volbeat","ほたるポケモン",,"반딧불포켓몬","螢火蟲寶可夢","Pokémon Luciole","Glühwürmchen","Pokémon Luciérnaga","Pokémon Lucciola","Firefly Pokémon","ほたるポケモン","萤火虫宝可梦"
"314","illumise","ほたるポケモン",,"반딧불포켓몬","螢火蟲寶可夢","Pokémon Luciole","Glühwürmchen","Pokémon Luciérnaga","Pokémon Lucciola","Firefly Pokémon","ほたるポケモン","萤火虫宝可梦"
"315","roselia","いばらポケモン",,"가시포켓몬","荊棘寶可夢","Pokémon Épine","Dorn-Pokémon","Pokémon Espina","Pokémon Spina","Thorn Pokémon","いばらポケモン","荆棘宝可梦"
"316","gulpin","いぶくろポケモン",,"밥통포켓몬","胃袋寶可夢","Pokémon Estomac","Magen","Pokémon Estómago","Pokémon Stomaco","Stomach Pokémon","いぶくろポケモン","胃袋宝可梦"
"317","swalot","どくぶくろポケモン",,"독봉지포켓몬","毒袋寶可夢","Pokémon Sac Poison","Giftbeutel","Pokémon Bolsa Veneno","Pokémon Velenosacco","Poison Bag Pokémon","どくぶくろポケモン","毒袋宝可梦"
"318","carvanha","どうもうポケモン",,"사나움포켓몬","凶猛寶可夢","Pokémon Féroce","Gnadenlos-Pokémon","Pokémon Feroz","Pokémon Feroce","Savage Pokémon","どうもうポケモン","凶猛宝可梦"
"319","sharpedo","きょうぼうポケモン",,"난폭포켓몬","凶暴寶可夢","Pokémon Brutal","Brutal-Pokémon","Pokémon Voraz","Pokémon Brutale","Brutal Pokémon","きょうぼうポケモン","凶暴宝可梦"
"320","wailmer","たまくじらポケモン",,"둥근고래포켓몬","球鯨寶可夢","Pokémon Baleinboule","Kugelwal-Pokémon","Pokémon Ballenabola","Pokémon Balenottero","Ball Whale Pokémon","たまくじらポケモン","球鲸宝可梦"
"321","wailord","うきくじらポケモン",,"뜸고래포켓몬","浮鯨寶可夢","Pokémon Cachabouée","Flutwal-Pokémon","Pokémon Ballenaflot","Pokémon Megabalena","Float Whale Pokémon","うきくじらポケモン","浮鲸宝可梦"
"322","numel","どんかんポケモン",,"둔감포켓몬","遲鈍寶可夢","Pokémon Engourdi","Taubheit","Pokémon Torpe","Pokémon Torpore","Numb Pokémon","どんかんポケモン","迟钝宝可梦"
"323","camerupt","ふんかポケモン",,"분화포켓몬","噴火寶可夢","Pokémon Éruption","Ausbruch","Pokémon Erupción","Pokémon Eruzione","Eruption Pokémon","ふんかポケモン","喷火宝可梦"
"324","torkoal","せきたんポケモン",,"석탄포켓몬","煤炭寶可夢","Pokémon Charbon","Kohle-Pokémon","Pokémon Carbón","Pokémon Carbone","Coal Pokémon","せきたんポケモン","煤炭宝可梦"
"325","spoink","とびはねポケモン",,"튀다포켓몬","彈跳寶可夢","Pokémon Rebond","Sprungfeder","Pokémon Saltarín","Pokémon Molla","Bounce Pokémon","とびはねポケモン","弹跳宝可梦"
"326","grumpig","あやつりポケモン",,"조작포켓몬","操縱寶可夢","Pokémon Magouilleur","Manipulator","Pokémon Manipulador","Pokémon Raggiro","Manipulate Pokémon","あやつりポケモン","操纵宝可梦"
"327","spinda","ぶちパンダポケモン",,"얼룩팬더포켓몬","斑點熊貓寶可夢","Pokémon Panda Tache","Punkt-Panda","Pokémon Panda Topos","Pokémon Macchipanda","Spot Panda Pokémon","ぶちパンダポケモン","斑点熊猫宝可梦"
"328","trapinch","ありじごくポケモン",,"개미지옥포켓몬","蟻獅寶可夢","Pokémon Piégeur","Ameisenlöwen-Pokémon","Pokémon Hormiga León","Pokémon Trappola","Ant Pit Pokémon","ありじごくポケモン","蚁狮宝可梦"
"329","vibrava","しんどうポケモン",,"진동포켓몬","震動寶可夢","Pokémon Vibration","Vibrations-Pokémon","Pokémon Vibrante","Pokémon Vibrazione","Vibration Pokémon","しんどうポケモン","振动宝可梦"
"330","flygon","せいれいポケモン",,"정령포켓몬","神秘寶可夢","Pokémon Mystique","Mystik-Pokémon","Pokémon Místico","Pokémon Magico","Mystic Pokémon","せいれいポケモン","神秘宝可梦"
"331","cacnea","サボテンポケモン",,"선인장포켓몬","仙人掌寶可夢","Pokémon Cactus","Kaktus","Pokémon Cactus","Pokémon Cactus","Cactus Pokémon","サボテンポケモン","仙人掌宝可梦"
"332","cacturne","カカシぐさポケモン",,"허수아비포켓몬","稻草人寶可夢","Pokémon Épouvantail","Vogelschock","Pokémon Espantajo","Pokémon Spavento","Scarecrow Pokémon","カカシぐさポケモン","稻草人宝可梦"
"333","swablu","わたどりポケモン",,"솜새포켓몬","綿鳥寶可夢","Pokémon Oiseaucoton","Wollvogel-Pokémon","Pokémon Ave Algodón","Pokémon Alidicotone","Cotton Bird Pokémon","わたどりポケモン","绵鸟宝可梦"
"334","altaria","ハミングポケモン",,"허밍포켓몬","哼唱寶可夢","Pokémon Virevolteur","Summsel-Pokémon","Pokémon Cantor","Pokémon Canterino","Humming Pokémon","ハミングポケモン","哼唱宝可梦"
"335","zangoose","ネコイタチポケモン",,"고양이족제비포켓몬","貓鼬寶可夢","Pokémon Chat Furet","Frettkatz","Pokémon Gato Hurón","Pokémon Furogatto","Cat Ferret Pokémon","ネコイタチポケモン","猫鼬宝可梦"
"336","seviper","キバへびポケモン",,"송곳뱀포켓몬","牙蛇寶可夢","Pokémon Serpacroc","Reißzahn","Pokémon Colmillos","Pokémon Zannaserpe","Fang Snake Pokémon","キバへびポケモン","牙蛇宝可梦"
"337","lunatone","いんせきポケモン",,"별똥별포켓몬","隕石寶可夢","Pokémon Météorite","Meteoriten-Pokémon","Pokémon Meteorito","Pokémon Meteorite","Meteorite Pokémon","いんせきポケモン","陨石宝可梦"
"338","solrock","いんせきポケモン",,"별똥별포켓몬","隕石寶可夢","Pokémon Météorite","Meteoriten-Pokémon","Pokémon Meteorito","Pokémon Meteorite","Meteorite Pokémon","いんせきポケモン","陨石宝可梦"
"339","barboach","ひげうおポケモン",,"수염물고기포켓몬","鬚魚寶可夢","Pokémon Barbillon","Barthaar-Pokémon","Pokémon Bigotudo","Pokémon Baffetti","Whiskers Pokémon","ひげうおポケモン","须鱼宝可梦"
"340","whiscash","ひげうおポケモン",,"수염물고기포켓몬","鬚魚寶可夢","Pokémon Barbillon","Barthaar-Pokémon","Pokémon Bigotudo","Pokémon Baffetti","Whiskers Pokémon","ひげうおポケモン","须鱼宝可梦"
"341","corphish","ごろつきポケモン",,"건달포켓몬","無賴寶可夢","Pokémon Brute","Grobian-Pokémon","Pokémon Rufián","Pokémon Birbone","Ruffian Pokémon","ごろつきポケモン","无赖宝可梦"
"342","crawdaunt","ならずものポケモン",,"불량배포켓몬","流氓寶可夢","Pokémon Crapule","Schlingel-Pokémon","Pokémon Granuja","Pokémon Canaglia","Rogue Pokémon","ならずものポケモン","流氓宝可梦"
"343","baltoy","どぐうポケモン",,"토우포켓몬","泥偶寶可夢","Pokémon Poupargile","Lehmpuppen-Pokémon","Pokémon Muñeca Barro","Pokémon Argilla","Clay Doll Pokémon","どぐうポケモン","泥偶宝可梦"
"344","claydol","どぐうポケモン",,"토우포켓몬","泥偶寶可夢","Pokémon Poupargile","Lehmpuppen-Pokémon","Pokémon Muñeca Barro","Pokémon Argilla","Clay Doll Pokémon","どぐうポケモン","泥偶宝可梦"
"345","lileep","ウミユリポケモン",,"바다나리포켓몬","海百合寶可夢","Pokémon Lis d’Eau","Seeanemonen-Pokémon","Pokémon Lirio de Mar","Pokémon Fiordimare","Sea Lily Pokémon","ウミユリポケモン","海百合宝可梦"
"346","cradily","いわつぼポケモン",,"바위단지포켓몬","藤壺寶可夢","Pokémon Bernacle","Rankfüßer-Pokémon","Pokémon Percebe","Pokémon Lepade","Barnacle Pokémon","いわつぼポケモン","藤壶宝可梦"
"347","anorith","むかしエビポケモン",,"고대새우포켓몬","古蝦寶可夢","Pokémon Crustage","Urgarnelen-Pokémon","Pokémon Camarón","Pokémon Primaceo","Old Shrimp Pokémon","むかしエビポケモン","古虾宝可梦"
"348","armaldo","かっちゅうポケモン",,"갑주포켓몬","甲胄寶可夢","Pokémon Blindage","Schild-Pokémon","Pokémon Armadura","Pokémon Piastre","Plate Pokémon","かっちゅうポケモン","甲胄宝可梦"
"349","feebas","さかなポケモン",,"물고기포켓몬","魚寶可夢","Pokémon Poisson","Fisch-Pokémon","Pokémon Pez","Pokémon Pesce","Fish Pokémon","さかなポケモン","鱼宝可梦"
"350","milotic","いつくしみポケモン",,"사랑포켓몬","慈愛寶可夢","Pokémon Tendre","Zartheits-Pokémon","Pokémon Tierno","Pokémon Tenerezza","Tender Pokémon","いつくしみポケモン","慈爱宝可梦"
"351","castform","てんきポケモン",,"날씨포켓몬","天氣寶可夢","Pokémon Climat","Wetter","Pokémon Clima","Pokémon Meteo","Weather Pokémon","てんきポケモン","天气宝可梦"
"352","kecleon","いろへんげポケモン",,"색변화포켓몬","變色寶可夢","Pokémon Multicolor","Farbenspiel","Pokémon Camaleónico","Pokémon Mutacolore","Color Swap Pokémon","いろへんげポケモン","变色宝可梦"
"353","shuppet","にんぎょうポケモン",,"인형포켓몬","人偶寶可夢","Pokémon Poupée","Puppe","Pokémon Títere","Pokémon Pupazzo","Puppet Pokémon","にんぎょうポケモン","人偶宝可梦"
"354","banette","ぬいぐるみポケモン",,"봉제인형포켓몬","布偶寶可夢","Pokémon Marionnette","Marionette","Pokémon Marioneta","Pokémon Marionetta","Marionette Pokémon","ぬいぐるみポケモン","布偶宝可梦"
"355","duskull","おむかえポケモン",,"마중포켓몬","渡魂寶可夢","Pokémon Requiem","Requiem-Pokémon","Pokémon Réquiem","Pokémon Requiem","Requiem Pokémon","おむかえポケモン","渡魂宝可梦"
"356","dusclops","てまねきポケモン",,"손짓포켓몬","招手寶可夢","Pokémon Appel","Wink-Pokémon","Pokémon Atrayente","Pokémon Ipnosguardo","Beckon Pokémon","てまねきポケモン","招手宝可梦"
"357","tropius","フルーツポケモン",,"후르츠포켓몬","水果寶可夢","Pokémon Fruit","Obst","Pokémon Fruto","Pokémon Frutto","Fruit Pokémon","フルーツポケモン","水果宝可梦"
"358","chimecho","ふうりんポケモン",,"풍경포켓몬","風鈴寶可夢","Pokémon Carillon","Windspiel","Pokémon Sonido Aire","Pokémon Vencampana","Wind Chime Pokémon","ふうりんポケモン","风铃宝可梦"
"359","absol","わざわいポケモン",,"재난포켓몬","災禍寶可夢","Pokémon Désastre","Desaster-Pokémon","Pokémon Catástrofe","Pokémon Catastrofe","Disaster Pokémon","わざわいポケモン","灾祸宝可梦"
"360","wynaut","ほがらかポケモン",,"명랑포켓몬","開朗寶可夢","Pokémon Ravi","Strahlekind-Pokémon","Pokémon Radiante","Pokémon Brillante","Bright Pokémon","ほがらかポケモン","开朗宝可梦"
"361","snorunt","ゆきかさポケモン",,"눈우산포켓몬","雪笠寶可夢","Pokémon Capuche","Schneehut-Pokémon","Pokémon Gorro Nieve","Pokémon Cappelneve","Snow Hat Pokémon","ゆきかさポケモン","雪笠宝可梦"
"362","glalie","がんめんポケモン",,"얼굴포켓몬","臉面寶可夢","Pokémon Face","Antlitz-Pokémon","Pokémon Cara","Pokémon Tuttomuso","Face Pokémon","がんめんポケモン","脸面宝可梦"
"363","spheal","てたたきポケモン",,"손뼉포켓몬","拍手寶可夢","Pokémon Clap Clap","Applaus-Pokémon","Pokémon Aplauso","Pokémon Rotolante","Clap Pokémon","てたたきポケモン","拍手宝可梦"
"364","sealeo","たままわしポケモン",,"공돌리기포켓몬","滾球寶可夢","Pokémon Roule Boule","Spielball-Pokémon","Pokémon Rodabola","Pokémon Rotapalla","Ball Roll Pokémon","たままわしポケモン","滚球宝可梦"
"365","walrein","こおりわりポケモン",,"얼음깨기포켓몬","破冰寶可夢","Pokémon Brise Glace","Eisbrecher-Pokémon","Pokémon Rompehielo","Pokémon Spaccagelo","Ice Break Pokémon","こおりわりポケモン","破冰宝可梦"
"366","clamperl","２まいがいポケモン",,"두조개포켓몬","雙殼貝寶可夢","Pokémon Bivalve","Muschel","Pokémon Bivalvo","Pokémon Bivalve","Bivalve Pokémon","２まいがいポケモン","双壳贝宝可梦"
"367","huntail","しんかいポケモン",,"깊은바다포켓몬","深海寶可夢","Pokémon Abysse","Tiefsee","Pokémon Abisal","Pokémon Abissi","Deep Sea Pokémon","しんかいポケモン","深海宝可梦"
"368","gorebyss","なんかいポケモン",,"남해포켓몬","南海寶可夢","Pokémon Mer du Sud","Südsee","Pokémon Mar del Sur","Pokémon Sudmarino","South Sea Pokémon","なんかいポケモン","南海宝可梦"
"369","relicanth","ちょうじゅポケモン",,"장수포켓몬","長壽寶可夢","Pokémon Longévité","Bestand-Pokémon","Pokémon Longevo","Pokémon Longevità","Longevity Pokémon","ちょうじゅポケモン","长寿宝可梦"
"370","luvdisc","ランデブーポケモン",,"랑데부포켓몬","相隨寶可夢","Pokémon Rendezvous","Rendezvous","Pokémon Cita","Pokémon Rendezvous","Rendezvous Pokémon","ランデブーポケモン","相随宝可梦"
