"pokemon_species_id","identifier","ja_hrkt","ja_roma","ko","zh_hant","fr","de","es","it","en","ja","zh_hans"
"190","aipom","エイパム","Eipam","에이팜","長尾怪手","Capumain","Griffel","Aipom","Aipom","Aipom","エイパム","长尾怪手"
"191","sunkern","ヒマナッツ","Himanuts","해너츠","向日種子","Tournegrin","Sonnkern","Sunkern","Sunkern","Sunkern","ヒマナッツ","向日种子"
"192","sunflora","キマワリ","Kimawari","해루미","向日花怪","Héliatronc","Sonnflora","Sunflora","Sunflora","Sunflora","キマワリ","向日花怪"
"193","yanma","ヤンヤンマ","Yanyanma","왕자리","蜻蜻蜓","Yanma","Yanma","Yanma","Yanma","Yanma","ヤンヤンマ","蜻蜻蜓"
"194","wooper","ウパー","Upah","우파","烏波","Axoloto","Felino","Wooper","Wooper","Wooper","ウパー","乌波"
"195","quagsire","ヌオー","Nuoh","누오","沼王","Maraiste","Morlord","Quagsire","Quagsire","Quagsire","ヌオー","沼王"
"196","espeon","エーフィ","Eifie","에브이","太陽伊布","Mentali","Psiana","Espeon","Espeon","Espeon","エーフィ","太阳伊布"
"197","umbreon","ブラッキー","Blacky","블래키","月亮伊布","Noctali","Nachtara","Umbreon","Umbreon","Umbreon","ブラッキー","月亮伊布"
"198","murkrow","ヤミカラス","Yamikarasu","니로우","黑暗鴉","Cornèbre","Kramurx","Murkrow","Murkrow","Murkrow","ヤミカラス","黑暗鸦"
"199","slowking","ヤドキング","Yadoking","야도킹","呆呆王","Roigada","Laschoking","Slowking","Slowking","Slowking","ヤドキング","呆呆王"
"200","misdreavus","ムウマ","Muma","무우마","夢妖","Feuforêve","Traunfugil","Misdreavus","Misdreavus","Misdreavus","ムウマ","梦妖"
"201","unown","アンノーン","Unknown","안농","未知圖騰","Zarbi","Icognito","Unown","Unown","Unown","アンノーン","未知图腾"
"202","wobbuffet","ソーナンス","Sonans","마자용","果然翁","Qulbutoké","Woingenau","Wobbuffet","Wobbuffet","Wobbuffet","ソーナンス","果然翁"
"203","girafarig","キリンリキ","Kirinriki","키링키","麒麟奇","Girafarig","Girafarig","Girafarig","Girafarig","Girafarig","キリンリキ","麒麟奇"
"204","pineco","クヌギダマ","Kunugidama","피콘","榛果球","Pomdepik","Tannza","Pineco","Pineco","Pineco","クヌギダマ","榛果球"
"205","forretress","フォレトス","Foretos","쏘콘","佛烈托斯","Foretress","Forstellka","Forretress","Forretress","Forretress","フォレトス","佛烈托斯"
"206","dunsparce","ノコッチ","Nokocchi","노고치","土龍弟弟","Insolourdo","Dummisel","Dunsparce","Dunsparce","Dunsparce","ノコッチ","土龙弟弟"
"207","gligar","グライガー","Gliger","글라이거","天蠍","Scorplane","Skorgla","Gligar","Gligar","Gligar","グライガー","天蝎"
"208","steelix","ハガネール","Haganeil","강철톤","大鋼蛇","Steelix","Stahlos","Steelix","Steelix","Steelix","ハガネール","大钢蛇"
"209","snubbull","ブルー","Bulu","블루","布魯","Snubbull","Snubbull","Snubbull","Snubbull","Snubbull","ブルー","布鲁"
"210","granbull","グランブル","Granbulu","그랑블루","布魯皇","Granbull","Granbull","Granbull","Granbull","Granbull","グランブル","布鲁皇"
"211","qwilfish","ハリーセン","Harysen","침바루","千針魚","Qwilfish","Baldorfish","Qwilfish","Qwilfish","Qwilfish","ハリーセン","千针鱼"
"212","scizor","ハッサム","Hassam","핫삼","巨鉗螳螂","Cizayox","Scherox","Scizor","Scizor","Scizor","ハッサム","巨钳螳螂"
"213","shuckle","ツボツボ","Tsubotsubo","단단지","壺壺","Caratroc","Pottrott","Shuckle","Shuckle","Shuckle","ツボツボ","壶壶"
"214","heracross","ヘラクロス","Heracros","헤라크로스","赫拉克羅斯","Scarhino","Skaraborn","Heracross","Heracross","Heracross","ヘラクロス","赫拉克罗斯"
"215","sneasel","ニューラ","Nyula","포푸니","狃拉","Farfuret","Sniebel","Sneasel","Sneasel","Sneasel","ニューラ","狃拉"
"216","teddiursa","ヒメグマ","Himeguma","깜지곰","熊寶寶","Teddiursa","Teddiursa","Teddiursa","Teddiursa","Teddiursa","ヒメグマ","熊宝宝"
"217","ursaring","リングマ","Ringuma","링곰","圈圈熊","Ursaring","Ursaring","Ursaring","Ursaring","Ursaring","リングマ","圈圈熊"
"218","slugma","マグマッグ","Magmag","마그마그","熔岩蟲","Limagma","Schneckmag","Slugma","Slugma","Slugma","マグマッグ","熔岩虫"
"219","magcargo","マグカルゴ","Magcargot","마그카르고","熔岩蝸牛","Volcaropod","Magcargo","Magcargo","Magcargo","Magcargo","マグカルゴ","熔岩蜗牛"
"220","swinub","ウリムー","Urimoo","꾸꾸리","小山豬","Marcacrin","Quiekel","Swinub","Swinub","Swinub","ウリムー","小山猪"
"221","piloswine","イノムー","Inomoo","메꾸리","長毛豬","Cochignon","Keifel","Piloswine","Piloswine","Piloswine","イノムー","长毛猪"
"222","corsola","サニーゴ","Sunnygo","코산호","太陽珊瑚","Corayon","Corasonn","Corsola","Corsola","Corsola","サニーゴ","太阳珊瑚"
"223","remoraid","テッポウオ","Teppouo","총어","鐵炮魚","Rémoraid","Remoraid","Remoraid","Remoraid","Remoraid","テッポウオ","铁炮鱼"
"224","octillery","オクタン","Okutank","대포무노","章魚桶","Octillery","Octillery","Octillery","Octillery","Octillery","オクタン","章鱼桶"
"225","delibird","デリバード","Delibird","딜리버드","信使鳥","Cadoizo","Botogel","Delibird","Delibird","Delibird","デリバード","信使鸟"
"226","mantine","マンタイン","Mantain","만타인","巨翅飛魚","Démanta","Mantax","Mantine","Mantine","Mantine","マンタイン","巨翅飞鱼"
"227","skarmory","エアームド","Airmd","무장조","盔甲鳥","Airmure","Panzaeron","Skarmory","Skarmory","Skarmory","エアームド","盔甲鸟"
"228","houndour","デルビル","Delvil","델빌","戴魯比","Malosse","Hunduster","Houndour","Houndour","Houndour","デルビル","戴鲁比"
"229","houndoom","ヘルガー","Hellgar","헬가","黑魯加","Démolosse","Hundemon","Houndoom","Houndoom","Houndoom","ヘルガー","黑鲁加"
"230","kingdra","キングドラ","Kingdra","킹드라","刺龍王","Hyporoi","Seedraking","Kingdra","Kingdra","Kingdra","キングドラ","刺龙王"
"231","phanpy","ゴマゾウ","Gomazou","코코리","小小象","Phanpy","Phanpy","Phanpy","Phanpy","Phanpy","ゴマゾウ","小小象"
"232","donphan","ドンファン","Donfan","코리갑","頓甲","Donphan","Donphan","Donphan","Donphan","Donphan","ドンファン","顿甲"
"233","porygon2","ポリゴン２","Porygon2","폴리곤2","多邊獸Ⅱ","Porygon2","Porygon2","Porygon2","Porygon2","Porygon2","ポリゴン２","多边兽２型"
"234","stantler","オドシシ","Odoshishi","노라키","驚角鹿","Cerfrousse","Damhirplex","Stantler","Stantler","Stantler","オドシシ","惊角鹿"
"235","smeargle","ドーブル","Doble","루브도","圖圖犬","Queulorior","Farbeagle","Smeargle","Smeargle","Smeargle","ドーブル","图图犬"
"236","tyrogue","バルキー","Balkie","배루키","無畏小子","Debugant","Rabauz","Tyrogue","Tyrogue","Tyrogue","バルキー","无畏小子"
"237","hitmontop","カポエラー","Kapoerer","카포에라","戰舞郎","Kapoera","Kapoera","Hitmontop","Hitmontop","Hitmontop","カポエラー","战舞郎"
"238","smoochum","ムチュール","Muchul","뽀뽀라","迷唇娃","Lippouti","Kussilla","Smoochum","Smoochum","Smoochum","ムチュール","迷唇娃"
"239","elekid","エレキッド","Elekid","에레키드","電擊怪","Élekid","Elekid","Elekid","Elekid","Elekid","エレキッド","电击怪"
"240","magby","ブビィ","Buby","마그비","鴨嘴寶寶","Magby","Magby","Magby","Magby","Magby","ブビィ","鸭嘴宝宝"
"241","miltank","ミルタンク","Miltank","밀탱크","大奶罐","Écrémeuh","Miltank","Miltank","Miltank","Miltank","ミルタンク","大奶罐"
"242","blissey","ハピナス","Happinas","해피너스","幸福蛋","Leuphorie","Heiteira","Blissey","Blissey","Blissey","ハピナス","幸福蛋"
"243","raikou","ライコウ","Raikou","라이코","雷公","Raikou","Raikou","Raikou","Raikou","Raikou","ライコウ","雷公"
"244","entei","エンテイ","Entei","앤테이","炎帝","Entei","Entei","Entei","Entei","Entei","エンテイ","炎帝"
"245","suicune","スイクン","Suikun","스이쿤","水君","Suicune","Suicune","Suicune","Suicune","Suicune","スイクン","水君"
"246","larvitar","ヨーギラス","Yogiras","애버라스","幼基拉斯","Embrylex","Larvitar","Larvitar","Larvitar","Larvitar","ヨーギラス","幼基拉斯"
"247","pupitar","サナギラス","Sanagiras","데기라스","沙基拉斯","Ymphect","Pupitar","Pupitar","Pupitar","Pupitar","サナギラス","沙基拉斯"
"248","tyranitar","バンギラス","Bangiras","마기라스","班基拉斯","Tyranocif","Despotar","Tyranitar","Tyranitar","Tyranitar","バンギラス","班基拉斯"
"249","lugia","ルギア","Lugia","루기아","洛奇亞","Lugia","Lugia","Lugia","Lugia","Lugia","ルギア","洛奇亚"
"250","ho-oh","ホウオウ","Houou","칠색조","鳳王","Ho-Oh","Ho-Oh","Ho-Oh","Ho-Oh","Ho-Oh","ホウオウ","凤王"
"251","celebi","セレビィ","Celebi","세레비","時拉比","Celebi","Celebi","Celebi","Celebi","Celebi","セレビィ","时拉比"
"252","treecko","キモリ","Kimori","나무지기","木守宮","Arcko","Geckarbor","Treecko","Treecko","Treecko","キモリ","木守宫"
"253","grovyle","ジュプトル","Juptile","나무돌이","森林蜥蜴","Massko","Reptain","Grovyle","Grovyle","Grovyle","ジュプトル","森林蜥蜴"
"254","sceptile","ジュカイン","Jukain","나무킹","蜥蜴王","Jungko","Gewaldro","Sceptile","Sceptile","Sceptile","ジュカイン","蜥蜴王"
"255","torchic","アチャモ","Achamo","아차모","火稚雞","Poussifeu","Flemmli","Torchic","Torchic","Torchic","アチャモ","火稚鸡"
"256","combusken","ワカシャモ","Wakasyamo","영치코","力壯雞","Galifeu","Jungglut","Combusken","Combusken","Combusken","ワカシャモ","力壮鸡"
"257","blaziken","バシャーモ","Bursyamo","번치코","火焰雞","Braségali","Lohgock","Blaziken","Blaziken","Blaziken","バシャーモ","火焰鸡"
"258","mudkip","ミズゴロウ","Mizugorou","물짱이","水躍魚","Gobou","Hydropi","Mudkip","Mudkip","Mudkip","ミズゴロウ","水跃鱼"
"259","marshtomp","ヌマクロー","Numacraw","늪짱이","沼躍魚","Flobio","Moorabbel","Marshtomp","Marshtomp","Marshtomp","ヌマクロー","沼跃鱼"
"260","swampert","ラグラージ","Laglarge","대짱이","巨沼怪","Laggron","Sumpex","Swampert","Swampert","Swampert","ラグラージ","巨沼怪"
"261","poochyena","ポチエナ","Pochiena","포챠나","土狼犬","Medhyèna","Fiffyen","Poochyena","Poochyena","Poochyena","ポチエナ","土狼犬"
"262","mightyena","グラエナ","Guraena","그라에나","大狼犬","Grahyèna","Magnayen","Mightyena","Mightyena","Mightyena","グラエナ","大狼犬"
"263","zigzagoon","ジグザグマ","Ziguzaguma","지그제구리","蛇紋熊","Zigzaton","Zigzachs","Zigzagoon","Zigzagoon","Zigzagoon","ジグザグマ","蛇纹熊"
"264","linoone","マッスグマ","Massuguma","직구리","直衝熊","Linéon","Geradaks","Linoone","Linoone","Linoone","マッスグマ","直冲熊"
"265","wurmple","ケムッソ","Kemusso","개무소","刺尾蟲","Chenipotte","Waumpel","Wurmple","Wurmple","Wurmple","ケムッソ","刺尾虫"
"266","silcoon","カラサリス","Karasalis","실쿤","甲殼繭","Armulys","Schaloko","Silcoon","Silcoon","Silcoon","カラサリス","甲壳茧"
"267","beautifly","アゲハント","Agehunt","뷰티플라이","狩獵鳳蝶","Charmillon","Papinella","Beautifly","Beautifly","Beautifly","アゲハント","狩猎凤蝶"
"268","cascoon","マユルド","Mayuld","카스쿤","盾甲繭","Blindalys","Panekon","Cascoon","Cascoon","Cascoon","マユルド","盾甲茧"
"269","dustox","ドクケイル","Dokucale","독케일","毒粉蛾","Papinox","Pudox","Dustox","Dustox","Dustox","ドクケイル","毒粉蛾"
"270","lotad","ハスボー","Hassboh","연꽃몬","蓮葉童子","Nénupiot","Loturzel","Lotad","Lotad","Lotad","ハスボー","莲叶童子"
"271","lombre","ハスブレロ","Hasubrero","로토스","蓮帽小童","Lombre","Lombrero","Lombre","Lombre","Lombre","ハスブレロ","莲帽小童"
"272","ludicolo","ルンパッパ","Runpappa","로파파","樂天河童","Ludicolo","Kappalores","Ludicolo","Ludicolo","Ludicolo","ルンパッパ","乐天河童"
"273","seedot","タネボー","Taneboh","도토링","橡實果","Grainipiot","Samurzel","Seedot","Seedot","Seedot","タネボー","橡实果"
"274","nuzleaf","コノハナ","Konohana","잎새코","長鼻葉","Pifeuil","Blanas","Nuzleaf","Nuzleaf","Nuzleaf","コノハナ","长鼻叶"
"275","shiftry","ダーテング","Dirteng","다탱구","狡猾天狗","Tengalice","Tengulist","Shiftry","Shiftry","Shiftry","ダーテング","狡猾天狗"
"276","taillow","スバメ","Subame","테일로","傲骨燕","Nirondelle","Schwalbini","Taillow","Taillow","Taillow","スバメ","傲骨燕"
"277","swellow","オオスバメ","Ohsubame","스왈로","大王燕","Hélédelle","Schwalboss","Swellow","Swellow","Swellow","オオスバメ","大王燕"
"278","wingull","キャモメ","Camome","갈모매","長翅鷗","Goélise","Wingull","Wingull","Wingull","Wingull","キャモメ","长翅鸥"
"279","pelipper","ペリッパー","Pelipper","패리퍼","大嘴鷗","Bekipan","Pelipper","Pelipper","Pelipper","Pelipper","ペリッパー","大嘴鸥"
"280","ralts","ラルトス","Ralts","랄토스","拉魯拉絲","Tarsal","Trasla","Ralts","Ralts","Ralts","ラルトス","拉鲁拉丝"
"281","kirlia","キルリア","Kirlia","킬리아","奇魯莉安","Kirlia","Kirlia","Kirlia","Kirlia","Kirlia","キルリア","奇鲁莉安"
"282","gardevoir","サーナイト","Sirnight","가디안","沙奈朵","Gardevoir","Guardevoir","Gardevoir","Gardevoir","Gardevoir","サーナイト","沙奈朵"
"283","surskit","アメタマ","Ametama","비구술","溜溜糖球","Arakdo","Gehweiher","Surskit","Surskit","Surskit","アメタマ","溜溜糖球"
"284","masquerain","アメモース","Amemoth","비나방","雨翅蛾","Maskadra","Maskeregen","Masquerain","Masquerain","Masquerain","アメモース","雨翅蛾"
"285","shroomish","キノココ","Kinococo","버섯꼬","蘑蘑菇","Balignon","Knilz","Shroomish","Shroomish","Shroomish","キノココ","蘑蘑菇"
"286","breloom","キノガッサ","Kinogassa","버섯모","斗笠菇","Chapignon","Kapilz","Breloom","Breloom","Breloom","キノガッサ","斗笠菇"
"287","slakoth","ナマケロ","Namakero","게을로","懶人獺","Parecool","Bummelz","Slakoth","Slakoth","Slakoth","ナマケロ","懒人獭"
"288","vigoroth","ヤルキモノ","Yarukimono","발바로","過動猿","Vigoroth","Muntier","Vigoroth","Vigoroth","Vigoroth","ヤルキモノ","过动猿"
"289","slaking","ケッキング","Kekking","게을킹","請假王","Monaflèmit","Letarking","Slaking","Slaking","Slaking","ケッキング","请假王"
"290","nincada","ツチニン","Tutinin","토중몬","土居忍士","Ningale","Nincada","Nincada","Nincada","Nincada","ツチニン","土居忍士"
"291","ninjask","テッカニン","Tekkanin","아이스크","鐵面忍者","Ninjask","Ninjask","Ninjask","Ninjask","Ninjask","テッカニン","铁面忍者"
"292","shedinja","ヌケニン","Nukenin","껍질몬","脫殼忍者","Munja","Ninjatom","Shedinja","Shedinja","Shedinja","ヌケニン","脱壳忍者"
"293","whismur","ゴニョニョ","Gonyonyo","소곤룡","咕妞妞","Chuchmur","Flurmel","Whismur","Whismur","Whismur","ゴニョニョ","咕妞妞"
"294","loudred","ドゴーム","Dogohmb","노공룡","吼爆彈","Ramboum","Krakeelo","Loudred","Loudred","Loudred","ドゴーム","吼爆弹"
"295","exploud","バクオング","Bakuong","폭음룡","爆音怪","Brouhabam","Krawumms","Exploud","Exploud","Exploud","バクオング","爆音怪"
"296","makuhita","マクノシタ","Makunoshita","마크탕","幕下力士","Makuhita","Makuhita","Makuhita","Makuhita","Makuhita","マクノシタ","幕下力士"
"297","hariyama","ハリテヤマ","Hariteyama","하리뭉","鐵掌力士","Hariyama","Hariyama","Hariyama","Hariyama","Hariyama","ハリテヤマ","铁掌力士"
"298","azurill","ルリリ","Ruriri","루리리","露力麗","Azurill","Azurill","Azurill","Azurill","Azurill","ルリリ","露力丽"
"299","nosepass","ノズパス","Nosepass","코코파스","朝北鼻","Tarinor","Nasgnet","Nosepass","Nosepass","Nosepass","ノズパス","朝北鼻"
"300","skitty","エネコ","Eneco","에나비","向尾喵","Skitty","Eneco","Skitty","Skitty","Skitty","エネコ","向尾喵"
"301","delcatty","エネコロロ","Enekororo","델케티","優雅貓","Delcatty","Enekoro","Delcatty","Delcatty","Delcatty","エネコロロ","优雅猫"
"302","sableye","ヤミラミ","Yamirami","깜까미","勾魂眼","Ténéfix","Zobiris","Sableye","Sableye","Sableye","ヤミラミ","勾魂眼"
"303","mawile","クチート","Kucheat","입치트","大嘴娃","Mysdibule","Flunkifer","Mawile","Mawile","Mawile","クチート","大嘴娃"
"304","aron","ココドラ","Cokodora","가보리","可可多拉","Galekid","Stollunior","Aron","Aron","Aron","ココドラ","可可多拉"
"305","lairon","コドラ","Kodora","갱도라","可多拉","Galegon","Stollrak","Lairon","Lairon","Lairon","コドラ","可多拉"
"306","aggron","ボスゴドラ","Bossgodora","보스로라","波士可多拉","Galeking","Stolloss","Aggron","Aggron","Aggron","ボスゴドラ","波士可多拉"
"307","meditite","アサナン","Asanan","요가랑","瑪沙那","Méditikka","Meditie","Meditite","Meditite","Meditite","アサナン","玛沙那"
"308","medicham","チャーレム","Charem","요가램","恰雷姆","Charmina","Meditalis","Medicham","Medicham","Medicham","チャーレム","恰雷姆"
"309","electrike","ラクライ","Rakurai","썬더라이","落雷獸","Dynavolt","Frizelbliz","Electrike","Electrike","Electrike","ラクライ","落雷兽"
"310","manectric","ライボルト","Livolt","썬더볼트","雷電獸","Élecsprint","Voltenso","Manectric","Manectric","Manectric","ライボルト","雷电兽"
"311","plusle","プラスル","Prasle","플러시","正電拍拍","Posipi","Plusle","Plusle","Plusle","Plusle","プラスル","正电拍拍"
"312","minun","マイナン","Minun","마이농","負電拍拍","Négapi","Minun","Minun","Minun","Minun","マイナン","負电拍拍"
"313","volbeat","バルビート","Barubeat","볼비트","電螢蟲","Muciole","Volbeat","Volbeat","Volbeat","Volbeat","バルビート","电萤虫"
"314","illumise","イルミーゼ","Illumise","네오비트","甜甜螢","Lumivole","Illumise","Illumise","Illumise","Illumise","イルミーゼ","甜甜萤"
"315","roselia","ロゼリア","Roselia","로젤리아","毒薔薇","Rosélia","Roselia","Roselia","Roselia","Roselia","ロゼリア","毒蔷薇"
"316","gulpin","ゴクリン","Gokulin","꼴깍몬","溶食獸","Gloupti","Schluppuck","Gulpin","Gulpin","Gulpin","ゴクリン","溶食兽"
"317","swalot","マルノーム","Marunoom","꿀꺽몬","吞食獸","Avaltout","Schlukwech","Swalot","Swalot","Swalot","マルノーム","吞食兽"
"318","carvanha","キバニア","Kibanha","샤프니아","利牙魚","Carvanha","Kanivanha","Carvanha","Carvanha","Carvanha","キバニア","利牙鱼"
"319","sharpedo","サメハダー","Samehader","샤크니아","巨牙鯊","Sharpedo","Tohaido","Sharpedo","Sharpedo","Sharpedo","サメハダー","巨牙鲨"
"320","wailmer","ホエルコ","Whalko","고래왕자","吼吼鯨","Wailmer","Wailmer","Wailmer","Wailmer","Wailmer","ホエルコ","吼吼鲸"
"321","wailord","ホエルオー","Whaloh","고래왕","吼鯨王","Wailord","Wailord","Wailord","Wailord","Wailord","ホエルオー","吼鲸王"
"322","numel","ドンメル","Donmel","둔타","呆火駝","Chamallot","Camaub","Numel","Numel","Numel","ドンメル","呆火驼"
"323","camerupt","バクーダ","Bakuuda","폭타","噴火駝","Camérupt","Camerupt","Camerupt","Camerupt","Camerupt","バクーダ","喷火驼"
"324","torkoal","コータス","Cotoise","코터스","煤炭龜","Chartor","Qurtel","Torkoal","Torkoal","Torkoal","コータス","煤炭龟"
"325","spoink","バネブー","Baneboo","피그점프","跳跳豬","Spoink","Spoink","Spoink","Spoink","Spoink","バネブー","跳跳猪"
"326","grumpig","ブーピッグ","Boopig","피그킹","噗噗豬","Groret","Groink","Grumpig","Grumpig","Grumpig","ブーピッグ","噗噗猪"
"327","spinda","パッチール","Patcheel","얼루기","晃晃斑","Spinda","Pandir","Spinda","Spinda","Spinda","パッチール","晃晃斑"
"328","trapinch","ナックラー","Nuckrar","톱치","大顎蟻","Kraknoix","Knacklion","Trapinch","Trapinch","Trapinch","ナックラー","大颚蚁"
"329","vibrava","ビブラーバ","Vibrava","비브라바","超音波幼蟲","Vibraninf","Vibrava","Vibrava","Vibrava","Vibrava","ビブラーバ","超音波幼虫"
"330","flygon","フライゴン","Frygon","플라이곤","沙漠蜻蜓","Libégon","Libelldra","Flygon","Flygon","Flygon","フライゴン","沙漠蜻蜓"
"331","cacnea","サボネア","Sabonea","선인왕","刺球仙人掌","Cacnea","Tuska","Cacnea","Cacnea","Cacnea","サボネア","刺球仙人掌"
"332","cacturne","ノクタス","Noctus","밤선인","夢歌仙人掌","Cacturne","Noktuska","Cacturne","Cacturne","Cacturne","ノクタス","梦歌仙人掌"
"333","swablu","チルット","Tyltto","파비코","青綿鳥","Tylton","Wablu","Swablu","Swablu","Swablu","チルット","青绵鸟"
"334","altaria","チルタリス","Tyltalis","파비코리","七夕青鳥","Altaria","Altaria","Altaria","Altaria","Altaria","チルタリス","七夕青鸟"
"335","zangoose","ザングース","Zangoose","쟝고","貓鼬斬","Mangriff","Sengo","Zangoose","Zangoose","Zangoose","ザングース","猫鼬斩"
"336","seviper","ハブネーク","Habunake","세비퍼","飯匙蛇","Séviper","Vipitis","Seviper","Seviper","Seviper","ハブネーク","饭匙蛇"
"337","lunatone","ルナトーン","Lunatone","루나톤","月石","Séléroc","Lunastein","Lunatone","Lunatone","Lunatone","ルナトーン","月石"
"338","solrock","ソルロック","Solrock","솔록","太陽岩","Solaroc","Sonnfel","Solrock","Solrock","Solrock","ソルロック","太阳岩"
"339","barboach","ドジョッチ","Dojoach","미꾸리","泥泥鰍","Barloche","Schmerbe","Barboach","Barboach","Barboach","ドジョッチ","泥泥鳅"
"340","whiscash","ナマズン","Namazun","메깅","鯰魚王","Barbicha","Welsar","Whiscash","Whiscash","Whiscash","ナマズン","鲶鱼王"
"341","corphish","ヘイガニ","Heigani","가재군","龍蝦小兵","Écrapince","Krebscorps","Corphish","Corphish","Corphish","ヘイガニ","龙虾小兵"
"342","crawdaunt","シザリガー","Shizariger","가재장군","鐵螯龍蝦","Colhomard","Krebutack","Crawdaunt","Crawdaunt","Crawdaunt","シザリガー","铁螯龙虾"
"343","baltoy","ヤジロン","Yajilon","오뚝군","天秤偶","Balbuto","Puppance","Baltoy","Baltoy","Baltoy","ヤジロン","天秤偶"
"344","claydol","ネンドール","Nendoll","점토도리","念力土偶","Kaorine","Lepumentas","Claydol","Claydol","Claydol","ネンドール","念力土偶"
"345","lileep","リリーラ","Lilyla","릴링","觸手百合","Lilia","Liliep","Lileep","Lileep","Lileep","リリーラ","触手百合"
"346","cradily","ユレイドル","Yuradle","릴리요","搖籃百合","Vacilys","Wielie","Cradily","Cradily","Cradily","ユレイドル","摇篮百合"
"347","anorith","アノプス","Anopth","아노딥스","太古羽蟲","Anorith","Anorith","Anorith","Anorith","Anorith","アノプス","太古羽虫"
"348","armaldo","アーマルド","Armaldo","아말도","太古盔甲","Armaldo","Armaldo","Armaldo","Armaldo","Armaldo","アーマルド","太古盔甲"
"349","feebas","ヒンバス","Hinbass","빈티나","醜醜魚","Barpau","Barschwa","Feebas","Feebas","Feebas","ヒンバス","丑丑鱼"
"350","milotic","ミロカロス","Milokaross","밀로틱","美納斯","Milobellus","Milotic","Milotic","Milotic","Milotic","ミロカロス","美纳斯"
"351","castform","ポワルン","Powalen","캐스퐁","飄浮泡泡","Morphéo","Formeo","Castform","Castform","Castform","ポワルン","飘浮泡泡"
"352","kecleon","カクレオン","Kakureon","켈리몬","變隱龍","Kecleon","Kecleon","Kecleon","Kecleon","Kecleon","カクレオン","变隐龙"
"353","shuppet","カゲボウズ","Kagebouzu","어둠대신","怨影娃娃","Polichombr","Shuppet","Shuppet","Shuppet","Shuppet","カゲボウズ","怨影娃娃"
"354","banette","ジュペッタ","Juppeta","다크펫","詛咒娃娃","Branette","Banette","Banette","Banette","Banette","ジュペッタ","诅咒娃娃"
"355","duskull","ヨマワル","Yomawaru","해골몽","夜巡靈","Skelénox","Zwirrlicht","Duskull","Duskull","Duskull","ヨマワル","夜巡灵"
"356","dusclops","サマヨール","Samayouru","미라몽","彷徨夜靈","Téraclope","Zwirrklop","Dusclops","Dusclops","Dusclops","サマヨール","彷徨夜灵"
"357","tropius","トロピウス","Tropius","트로피우스","熱帶龍","Tropius","Tropius","Tropius","Tropius","Tropius","トロピウス","热带龙"
"358","chimecho","チリーン","Chirean","치렁","風鈴鈴","Éoko","Palimpalim","Chimecho","Chimecho","Chimecho","チリーン","风铃铃"
"359","absol","アブソル","Absol","앱솔","阿勃梭魯","Absol","Absol","Absol","Absol","Absol","アブソル","阿勃梭鲁"
"360","wynaut","ソーナノ","Sohnano","마자","小果然","Okéoké","Isso","Wynaut","Wynaut","Wynaut","ソーナノ","小果然"
"361","snorunt","ユキワラシ","Yukiwarashi","눈꼬마","雪童子","Stalgamin","Schneppke","Snorunt","Snorunt","Snorunt","ユキワラシ","雪童子"
"362","glalie","オニゴーリ","Onigohri","얼음귀신","冰鬼護","Oniglali","Firnontor","Glalie","Glalie","Glalie","オニゴーリ","冰鬼护"
"363","spheal","タマザラシ","Tamazarashi","대굴레오","海豹球","Obalie","Seemops","Spheal","Spheal","Spheal","タマザラシ","海豹球"
"364","sealeo","トドグラー","Todoggler","씨레오","海魔獅","Phogleur","Seejong","Sealeo","Sealeo","Sealeo","トドグラー","海魔狮"
"365","walrein","トドゼルガ","Todoseruga","씨카이저","帝牙海獅","Kaimorse","Walraisa","Walrein","Walrein","Walrein","トドゼルガ","帝牙海狮"
"366","clamperl","パールル","Pearlulu","진주몽","珍珠貝","Coquiperl","Perlu","Clamperl","Clamperl","Clamperl","パールル","珍珠贝"
"367","huntail","ハンテール","Huntail","헌테일","獵斑魚","Serpang","Aalabyss","Huntail","Huntail","Huntail","ハンテール","猎斑鱼"
"368","gorebyss","サクラビス","Sakurabyss","분홍장이","櫻花魚","Rosabyss","Saganabyss","Gorebyss","Gorebyss","Gorebyss","サクラビス","樱花鱼"
"369","relicanth","ジーランス","Glanth","시라칸","古空棘魚","Relicanth","Relicanth","Relicanth","Relicanth","Relicanth","ジーランス","古空棘鱼"
"370","luvdisc","ラブカス","Lovecus","사랑동이","愛心魚","Lovdisc","Liebiskus","Luvdisc","Luvdisc","Luvdisc","ラブカス","爱心鱼"
"371","bagon","タツベイ","Tatsubay","아공이","寶貝龍","Draby","Kindwurm","Bagon","Bagon","Bagon","タツベイ","宝贝龙"
"372","shelgon","コモルー","Komoruu","쉘곤","甲殼龍","Drackhaus","Draschel","Shelgon","Shelgon","Shelgon","コモルー","甲壳龙"
"373","salamence","ボーマンダ","Bohmander","보만다","暴飛龍","Drattak","Brutalanda","Salamence","Salamence","Salamence","ボーマンダ","暴飞龙"
"374","beldum","ダンバル","Dumbber","메탕","鐵啞鈴","Terhal","Tanhel","Beldum","Beldum","Beldum","ダンバル","铁哑铃"
"375","metang","メタング","Metang","메탕구","金屬怪","Métang","Metang","Metang","Metang","Metang","メタング","金属怪"
"376","metagross","メタグロス","Metagross","메타그로스","巨金怪","Métalosse","Metagross","Metagross","Metagross","Metagross","メタグロス","巨金怪"
"377","regirock","レジロック","Regirock","레지락","雷吉洛克","Regirock","Regirock","Regirock","Regirock","Regirock","レジロック","雷吉洛克"
